Date,Question,Question Body,Reply
"Apr 17, 2022",Q&A - Are third party consumer AVs a dying market?,"Mergers from Norton, Windows Defender advancing, Windows 11 implementing a host of security features.... what is the future of consumer third party AVs?

For consumers, ...the AV industry has been suffering for years due to a host of reasons (from my bird's eye view). Windows Defender advancing and coming pre-installed as default is a big one. Usage patterns changing to mobile and tablets (safer forms of computing with tight app ecosystems. Pushing people to Appstore's that are heavily vetted). 2FA and Password managers (and requirements) ...securing accounts more safely.

Back in the early days of XP and Windows 7, there was good money to be made cleaning infected consumer PCs. I'd say the main reasons why would be:

1. Wider usage of Windows Desktops/Laptops in the early days, 2005-2012ish (vs. now...phones with their secure app ecosystem).
2. AVs needed to be installed. There was no built-in Windows Defender. Most people expired their subscription and never renewed (so no protection whatsoever).
3. Torrents were rampant back in those days (Limewire, Piratebay, etc.). Cracked software, music, videos, etc.
4. Patching software or OS was not as automatic as it is today.
5. Malware and Adware (which was a nightmare), wasn't as ""targeted"" as it is today. It was rampant all over.
6. Cloud detection could have changed the way malware was spread (more targeted to avoid immediate detection).
7. Probably a million other reasons (comment below please).

So, saying all that, the AV industry did suffer when Windows Defender decided to go full default protection. There was a big backlash when that happened (I remember Kaspersky was one that didn't like it. They called it ""monopolizing AVs"". Did Kaspersky see the 1st nail being hammered in the coffin?). The consumer AV industry seemed to shift to useless ""cleaning products, ID theft monitoring (that tries to again, sell you products if you call their service center), etc."". Trying to scrape up every penny they can.

I don't know anything about enterprise, but on the consumer side...there is very little money to be made cleaning PCs with malware. It just doesn't happen anymore on the scale it use to.

When Windows 8.1 - Windows 10 was released, consumer Malware infection rates plummeted to almost nothing (except the emergence of ransomware...which still wasn't as widespread as the XP/7 days of malware/adware).

Maybe I'm wrong. Maybe we need complex hardware firewalls, segregated networks, layered protection (default deny, solid third party AVs, etc.), and 2nd opinion scanners as consumers.

Or maybe just Windows 10 or 11 (patched), with Windows Defender (I'm using Defender as status quo), and safe computing habits will keep us ""squeaky clean""...because the malware ""Boogie Man"" is just not as big of a threat to consumers as he use to be (Many third party AVs want you to believe otherwise...because they have to ""sell sell sell FEAR"").

So, the elephant in the room is: Are we still clinging to the old days when we actually needed third party AVs? Second opinion scanners? (Those became super popular during horrid days of malware ... and made some $ for techs willing to hustle and scan).

Just my opinion. Sorry for the long rant. Smarter people than me, please chime in. Thanks for reading ","

Then why do you blindly trust( the one you can't verify even) the vpn provider with all your data? build your own vpn ( its not that complicated) if you don't trust anyone!"
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","Wow, the term ‘over the top’ comes to mind. Mine is 12 characters. 6 non sequencial numbers, 5 letters(inc 1 capital) and 1 symbol. 34,000 years to crack apparently. Easily changeable and really easy to remember. I use derivations of the same characters for different accounts. Not brilliant, but then I’m not very important and have no money to steal."
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","

You don't need to remember passwords, use something like keepass or bitwarden and remember only one password ( ie for bitwarden or keepass) and use different passwords for each and every website, in that way even if one of your password gets compromised it will not produce a cascading effect on your security. Remember security of your passwords is not dependent solely on resistance to brute force attacks, it depends on so many other vectors that's out of our control, so do not rely just on one vector, have a plan B also."
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!",The biggest problem you may have with that is that the service may not take all the different special characters.
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","Good point. My idiot bank only accepts 8 characters. Alpha, numeric and no symbols."
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","

Well, thanks for the recommendation. I have Microsoft Authenticator on my phone, but after several events lately, I think i will have to remember it as a secondary plan.

A couple weeks ago, many of the employee and student devices got infected by infostealer thing (i don't know), including personal (windows laptop) device after connecting to LAN. After I realized that a couple days ago there was a data breach a mentioned by this twitter account.







Click to expand...







Click to expand...

You can see that most of the victims (number 2) are related to education related institution in Indonesia. So, I am somehow become 'paranoid' to sync or save all of my passwords to my work/untrusted devices unless I know that it's clean."
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","

Thank you for your feedback, probably I will adapt by adjusting the password into a simpler and short equation. This is just following the password guide that says ""Don't create a password that correlate to you directly such as name, date of birth, etc."
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","Most people around me use 8 digits passwords and, often, the same one for many apps. But they also have Apple devices with double authentication. Face ID or Touch ID. No issues in the last 5 years. For newbies, it is easy to get a secure environment in Apple devices.
A friend of mine with a PC got infected last summer. I was able to get him to use KeePass, reinforced his passwords to 12 digits, installed Configure Defender to harden Microsoft Defender and AdGuard in Chrome. So far, so good. I didn't set double authentication on his PC because he lives in another country 6 months in a year and if he has an issue, he won't be able to solve it."
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!",That's crazy. I use Bitwarden. The end.
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","Hi, I use Lastpass, that is(I hope)safe enough."
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","

It might have been until you mentioned it. Now we will add mathmatical expressions to our brute force crackers "
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!",Don't overcomplicate things 
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!",I use dash lane gened password+3digit of my own. So no one knows the real complete password
"Apr 13, 2022",Q&A - Is this a good idea for password?,"Hello. I am wondering if a password is composed from mathematical expression, equation, or symbols is considered safe. I have tested this password and it seems resistant to brute force attack. I don't really like the use of password generator because it's hard to remember the generated password.

This is the example of math-based password I created, (I can change multiple parameters, of course). It's a differential equation, but I can take another inspiration from other areas of math. It's complicated, but it's very easy for me to remember.





I really want to know if this is a good idea from a computer security perspective. Thanks!","I'd never be able to remember a password like that, I'm probably the MOST likeliest to get hacked because most of my passwords are the same on every website"
"Apr 20, 2022",Q&A - Checking different websites?,"Hi, I just wanted to post in another thread not to create a new one but I could'nt find one good.
Can someone tell me if all this websites are unsecure or secure/legit/safe? Someone used my computer and searched different things.
I have good security I think but virustotal found something so im not sure.
I have ublock origin + kaspersky extension + kaspersky with license + windows 11.

So this are the websites : 








MULINETA TRABUCCO SEARIDER PWG | Pescar-Amator







pescar-amator.ro












Mulineta Trabucco Searider PWG 6000


Trabucco Searider PWG este o mulineta robusta, dedicata pescuitului la crap. Atat corpul, cat si rotorul acesteia sunt realizate din grafit, mulineta beneficiind de o structura Ultra Slim. Datorita materialelor folosite la realizarea sa, mulineta Searider




www.totalfishing.ro









Mulineta Trabucco Searider PWG - Mulinete crap - Mulinete crap, componente - Crap | MarelePescar.ro


<p><strong>Mulineta Trabucco Searider PWG</strong></p> <p>Mulinetele Searider PWG au fost concepute special pentru pescarii de crap care cauta un echipament de calitate la un pret accesibil. Trabucco Marvel PWG dispune de materiale de calitate, tamb




marelepescar.ro









Mulinete crap - Mulinete crap, componente - Crap | MarelePescar.ro


Mulineta de crap este una dintre componentele de baza din echipamentul pescarului. Alegerea mulinetei care se potriveste pescarului de crap si folosirea corecta a acesteia pot face diferenta dintre o partida reusita si una ratata.




marelepescar.ro












Daiwa - Mulineta Windcast -S 4500 4 Rulmenti


Mulinetele pentru pescuit Daiwa - Mulineta Windcast -S 4500 4 Rulmenti sunt recunoscute printre pescari pentru calitatea lor de exceptie...




www.magazinulupeste.ro









Magazin Pescuit: Lansete, Mulinete, Carlige| Totul pentru pescuit


Peste 40.000 de produse de pescuit si camping in stoc | 3 Magazin fizice | 1 Magazin online | Orice vrei in magazinul nostru de pescuit gasesti.




www.magazinulupeste.ro





If anyone can confirm if they are totaly safe I appreciate it.
Thanks!

PS: Now after I rescanned on virustotal last 2 links with magazinulupeste it found something different. First time it found 1 malicious and 1 phising but now only suspicious. Its strange I dont know why.
If im searching on google and I copy the link it says (virus) that is Malicious (Sophos) and Phishing (Avira) but when I copy the link from history it says suspicious even it is the same.","Hello,
I see these are all websites where you can buy stuff. In this case, fishing stuff. 
In this case it's a bit more difficult to find out if they are fake offers, because I don't speak the language and don't know the currency.
That's where you come in: Is the website known in your country? Does it have spelling mistakes? Is there an imprint? You can also Google ""domain.com is it fake?"" or simply check if there are any reviews for this website. Are the prices perhaps too good to be true? Then it is definitely a fraudulent website. 

I would only be most sure about www.totalfishing.ro. For example, they have a Facebook page that has existed since 2011 and has many followers who also comment on the posts. They also have an Instagram page with lots of photos. I don't think scammers would make so much effort. 









Magazinul TotalFishing - Articole Pescuit


Primul supermarket de pescuit, poti vedea si compara zeci de mii de articole de pescuit. Str. Progresului 134-138, Sector 5, 050695 Bucharest, Romania




www.facebook.com









Login • Instagram


Welcome back to Instagram. Sign in to check out what your friends, family & interests have been capturing & sharing around the world.




www.instagram.com





I'm unsure about all the other pages. I would have to invest a bit more time in research. But you should have understood the principle"
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","In my ignorance that was my youth, I used to use Norton products. What a dumbass I was back then! Then I learned that a company that is the most well known shifts all their money to marketing and away from software development. After that I discovered NOD32 1.x and Dr. Web 2.x and have never again relied on a well known company for security."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","Lending computer to sister in 2005 and ended up having browser full of toolbars , also ended up having google chrome profile corrupted...not sure why but i used to torrent back then (2008)"
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","

Ditto... although now that Avast is owned by Norton I seem to be repeating my error  Fortunately after first infection I switched to Avira (& others) and haven't been hit by viruses, since... or at least none that I'm aware of. My daughters' laptops which were mainly used for games & messenger/forums back then slowly ground to a halt under the weight of malware which got past Norton 360 so a clean install, new AV & passwords were necessary. With kids you have to assume they'll click 'okay' to everything so set AV to strictest level possible and if it's important they can ask for help if they're blocked."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","Oh, I just remembered another one. Anyone remember Bonzi Buddy? Yeah, I installed that willingly."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","I sleepily clicked a phishing email and logged into Apple when my son was first born and I was at the height of sleep deprivation.

Thankfully I realized what had happened about thirty seconds later when I woke up a bit and changed the password and logged out all devices."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","I had downloaded a keygen in 2008 on a dubious site which destroyed the files of Windows XP 
The antivirus at the time (McAfee) had not seen anything....

And in 2011 when I wanted to test a file with Microsoft Security Essentials.... I got the Rogue FakeAV MS Security... I had to pass Eset and Malwarebytes to remove it.....
And to think that the av I had before MSE (Coranti 2011) detected it..."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","Opening Internet Explorer before I had installed all 180 Windows updates (after I re-installed Windows 8.1).

Oh wait, that wasn't me. Who was that nincompoop?! Folks, I swear I did not do that. Honest. "
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","The first Windows was xp. I heard from a friend that 'comodo's fw is the strongest', so I installed it without hesitation from the cd in the magazine's appendix.
.....At that time, my environment wasn't connected to the network yet."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","Way back when, probably around 2000, I installed Tiny Personal Firewall. Not the Tiny of today, but another, earlier Tiny that ran on Win 98 up to I think Windows 2000. Well, the version I had was Tiny v2. In the early 2000s, they came out with Tiny Personal 4, which had all kinds of boxes to check for configuration. I figured, knowing about as much about firewalls as I do today, the more boxes checked, the more secure my computer would be.

It worked. When I finished checking a large number of the little boxes, I had to reboot. Well, I rebooted and couldn't get into my computer. That told me Tiny worked. My computer was safe, even from me. I ended up having to grab my stack of 3 1/2 inch floppies and reinstall Win 98. I did not reinstall Tiny Personal Firewall, settling instead on the free version of Sygate firewall, which I ran until Comodo came on the scene."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","Back when i was in high school, midterm results came out online & i didn't know how to access them. Giving my friend the laptop to view the results was my dumbest mistake. I don't know (don't remember) what the heck he did but my laptop became unusable. I had to go to a technician to fix it. He formatted it. 
And FYI i was using Quick Heal antivirus which came with the laptop."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","Well, the biggest disaster I ever made was a few years ago. I was testing a ransomware using Toolwiz Time Freeze and ... as many of you may have guessed ... I launched the sample forgetting to start Toolwiz. When I realized it was late. Fortunately I was using a secondary notebook but I had to format and reinstall Windows."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","This was back when I was totally new to computer (more than ~13-14 years), my big bro used to move files to/from USB onto PC. Let's just say our PC was choke full of worms/virus. We had ""VirusBuster"" installed but never updated it cause no internet connection plus didn't knew that we had to update it.
I didn't know what a installer was back then. So before installing windows again we copied shortcut files on Desktop & sent them to burn to CD thinking I was backing up the programs."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","My brothers FB account was hacked a week ago, I had a link sent to me by the hacker the title was ""look who died!"" and i wasnt paying the best attention (usually i dont click on any links through messenger unless I can verify the person who sent them, or the link) but I clicked on it anyways, it loaded up into edge but was blocked by Malwarebyte's browser guard due to ""trojan""

I then proceeded to taunt the hacker to keep him busy and helped my brother get his account back, all's been well for him since then.

it was a near miss, but I don't think it would have led to anything even without Malwarebytes, if it had downloaded a file i wouldn't have opened it without uploading it to VT first to make sure it was clean also my resident AV would have most likely caught it.

I uploaded a picture of the original taunt, which the hacker did respond to 


"
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","My biggest mistake was installing Norton a few years ago.....I learned that Norton is not reliable, since then I have used Kaspersky, Eset or Bitdefender and no problem"
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","My mistake was when I was younger, installing a pirated AV. I was so dumb back then "
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","I accidently clicked on malware that I collected for testing(hobby testing ) , It was a ransomeware . 

In that pc I only saved malware samples that I collected in few days , rip to those samples , I had collect those again . Ohh ! What the pain ."
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","I once opened a worm that I knew was malicious, but was expecting the antivirus I was using a trial version of to stop it from running. But it didn't, as maybe it didn't block scripts, even though the antivirus did have signatures for it. As a result a lot of files such as pictures were overwritten and in those days I didn't have backups. Of course now days I backup my files and never knowingly launch malware, other than on systems I use for testing.

I think it may have been the ILOVEYOU worm.





ILOVEYOU - Wikipedia







en.wikipedia.org



"
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?",For some reason a time I though more av= more safety. So I ended installing 3 av and crroupted my pc.
"Feb 21, 2022",Q&A - What was your dumbest security mistake?,"Let's look back... we're all human (well, not me, I'm a robot) and we make mistakes. Sometimes we ruin things we shouldn't have ruined, and sometimes our mistakes can be... easy to avoid.

What's your anecdote of some IT or security mistake you could have avoided? Like a malware you catched, a phishing you clicked in.

For example, in 2019, I was trying to bypass BitDefender with a simple ransomware script I was writing and thought it would never work, but after a couple of tries... It worked!

Sadly, as I was just messing around thinking it'd never work, I was testing it on my host machine, and I hadn't coded a decryptor. So, RIP my files.





What's your story?","

I know the feeling. I did this a couple of times when I was a kid really. First three times were out of ignorance. The fourth, I had learned not to stack antiviruses, but this time I was trying to change from Avast to ESET, and I figured that in order to ""not be unprotected for a single minute"", I'd first install ESET, and only then uninstall Avast. Sadly, ESET's installation never finished, at the middle of it, my PC died and had to take it to the technician since it wouldn't boot again."
"Apr 14, 2022",Q&A - What happens when you type your own IP address into a browser?,"When I connect my VPN it reports my current IP address. Curious, I typed it in to Safari and DDG a few times with and without a VPN to see what would happen.

On each occasion it pretty well disappeared up its own backside and timed-out. Disappointing but at the same time, slightly reassuring.

Currently bored out of my tiny little mind, I was wondering what other folk’s expectations vs. reality were.","That's because your firewall dropped the unsolicited connection request.

By default most router firewalls and Windows firewall will drop all inbound connection attempts if they are not a response to an outbound connection."
